AT,V,AP,RH,PE,AT-V,AT-AP,AT-RH,AT-PE,AP-RH,AP-PE
30.56,69.14,1007.49,71.00,432.26,0.44,0.03,0.43,0.07,14.19,2.33
21.09,59.80,1016.94,76.95,451.98,0.35,0.02,0.27,0.05,13.22,2.25
23.43,71.97,1009.42,94.27,442.19,0.33,0.02,0.25,0.05,10.71,2.28
21.46,51.61,1010.91,76.41,457.28,0.42,0.02,0.28,0.05,13.23,2.21
8.75,40.22,1008.96,90.53,482.80,0.22,0.01,0.10,0.02,11.15,2.09
19.27,43.14,1013.17,39.85,463.14,0.45,0.02,0.48,0.04,25.42,2.19
25.57,62.96,1019.92,58.34,444.81,0.41,0.03,0.44,0.06,17.48,2.29
14.26,44.47,1028.81,72.19,465.77,0.32,0.01,0.20,0.03,14.25,2.21
14.17,42.86,1030.94,66.47,466.20,0.33,0.01,0.21,0.03,15.51,2.21
17.48,40.89,1011.39,62.45,462.59,0.43,0.02,0.28,0.04,16.20,2.19
21.99,71.85,1009.50,74.77,441.10,0.31,0.02,0.29,0.05,13.50,2.29
32.31,77.95,1010.15,62.17,430.15,0.41,0.03,0.52,0.08,16.25,2.35
14.38,40.71,1023.46,66.12,473.41,0.35,0.01,0.22,0.03,15.48,2.16
28.54,71.94,1007.40,65.99,430.91,0.40,0.03,0.43,0.07,15.27,2.34
25.06,74.33,1014.05,69.02,437.27,0.34,0.02,0.36,0.06,14.69,2.32
8.22,41.82,1032.77,71.63,477.86,0.20,0.01,0.11,0.02,14.42,2.16
15.23,44.90,1007.75,81.34,456.07,0.34,0.02,0.19,0.03,12.39,2.21
14.94,40.00,1017.69,65.43,456.41,0.37,0.01,0.23,0.03,15.55,2.23
16.97,50.90,1012.31,82.65,463.28,0.33,0.02,0.21,0.04,12.25,2.19
6.42,35.57,1025.58,79.63,485.86,0.18,0.01,0.08,0.01,12.88,2.11
15.60,44.68,1018.35,85.91,463.82,0.35,0.02,0.18,0.03,11.85,2.20
21.52,66.51,1015.32,72.85,444.87,0.32,0.02,0.30,0.05,13.94,2.28
28.14,61.47,1009.69,64.66,435.35,0.46,0.03,0.44,0.06,15.62,2.32
8.36,38.91,1016.27,88.82,482.09,0.21,0.01,0.09,0.02,11.44,2.11
26.38,70.47,1007.36,76.91,434.02,0.37,0.03,0.34,0.06,13.10,2.32
30.20,70.02,1009.85,63.39,437.48,0.43,0.03,0.48,0.07,15.93,2.31
21.98,59.39,1015.25,84.52,446.79,0.37,0.02,0.26,0.05,12.01,2.27
25.54,48.41,1010.51,55.34,437.58,0.53,0.03,0.46,0.06,18.26,2.31
9.68,40.22,1007.60,89.97,479.56,0.24,0.01,0.11,0.02,11.20,2.10
22.38,63.31,1014.76,73.80,441.30,0.35,0.02,0.30,0.05,13.75,2.30
23.62,67.45,1014.63,59.80,439.45,0.35,0.02,0.39,0.05,16.97,2.31
13.25,43.70,1013.61,76.05,472.22,0.30,0.01,0.17,0.03,13.33,2.15
22.49,69.84,1006.78,73.76,437.57,0.32,0.02,0.30,0.05,13.65,2.30
33.13,74.34,999.57,48.34,433.73,0.45,0.03,0.69,0.08,20.68,2.30
14.95,42.99,1008.75,90.76,468.61,0.35,0.01,0.16,0.03,11.11,2.15
11.42,40.35,1011.55,82.71,478.70,0.28,0.01,0.14,0.02,12.23,2.11
28.56,74.22,1007.45,69.60,434.54,0.38,0.03,0.41,0.07,14.47,2.32
27.89,73.17,1009.85,64.22,432.83,0.38,0.03,0.43,0.06,15.72,2.33
14.60,42.32,1015.71,77.03,464.67,0.34,0.01,0.19,0.03,13.19,2.19
15.86,43.50,1021.22,75.38,459.42,0.36,0.02,0.21,0.03,13.55,2.22
13.78,40.73,1017.55,94.28,462.59,0.34,0.01,0.15,0.03,10.79,2.20
30.09,69.48,1009.51,53.24,435.20,0.43,0.03,0.57,0.07,18.96,2.32
24.60,57.85,1012.92,69.56,447.09,0.43,0.02,0.35,0.06,14.56,2.27
10.80,40.22,1011.25,84.57,478.21,0.27,0.01,0.13,0.02,11.96,2.11
9.08,36.71,1025.07,81.32,479.02,0.25,0.01,0.11,0.02,12.61,2.14
23.86,52.84,1006.56,48.94,444.66,0.45,0.02,0.49,0.05,20.57,2.26
16.69,40.56,1019.92,51.43,469.90,0.41,0.02,0.32,0.04,19.83,2.17
24.17,73.18,1011.72,86.10,437.27,0.33,0.02,0.28,0.06,11.75,2.31
19.68,56.65,1020.75,67.25,456.89,0.35,0.02,0.29,0.04,15.18,2.23
22.25,43.79,1015.78,52.68,461.93,0.51,0.02,0.42,0.05,19.28,2.20
24.81,60.95,1014.72,54.71,446.09,0.41,0.02,0.45,0.06,18.55,2.27
18.68,56.65,1020.38,80.26,455.79,0.33,0.02,0.23,0.04,12.71,2.24
23.64,69.94,1005.20,64.53,439.66,0.34,0.02,0.37,0.05,15.58,2.29
26.41,65.59,1010.69,73.78,441.49,0.40,0.03,0.36,0.06,13.70,2.29
28.82,77.24,1008.35,78.93,433.69,0.37,0.03,0.37,0.07,12.78,2.33
21.84,59.07,1008.84,96.50,448.61,0.37,0.02,0.23,0.05,10.45,2.25
30.63,53.30,1004.91,53.30,430.27,0.57,0.03,0.57,0.07,18.85,2.34
20.19,58.86,1014.30,71.64,450.67,0.34,0.02,0.28,0.04,14.16,2.25
25.54,69.13,1001.64,90.98,428.74,0.37,0.03,0.28,0.06,11.01,2.34
26.52,71.64,1008.27,75.30,437.76,0.37,0.03,0.35,0.06,13.39,2.30
10.38,40.92,1021.53,95.18,466.46,0.25,0.01,0.11,0.02,10.73,2.19
8.13,39.96,1026.07,95.84,477.12,0.20,0.01,0.08,0.02,10.71,2.15
20.20,64.45,1009.03,61.77,452.33,0.31,0.02,0.33,0.04,16.34,2.23
24.27,68.28,1005.43,67.63,445.23,0.36,0.02,0.36,0.05,14.87,2.26
13.97,53.82,1016.81,62.32,465.24,0.26,0.01,0.22,0.03,16.32,2.19
14.29,39.59,1010.93,94.53,463.04,0.36,0.01,0.15,0.03,10.69,2.18
33.11,77.54,1010.36,50.99,431.77,0.43,0.03,0.65,0.08,19.81,2.34
30.49,64.44,1013.43,51.73,438.09,0.47,0.03,0.59,0.07,19.59,2.31
22.68,58.82,1010.11,82.80,443.86,0.39,0.02,0.27,0.05,12.20,2.28
9.49,40.69,1015.09,91.31,476.67,0.23,0.01,0.10,0.02,11.12,2.13
21.71,76.86,1006.71,76.86,438.41,0.28,0.02,0.28,0.05,13.10,2.30
28.01,51.43,1011.60,49.20,449.82,0.54,0.03,0.57,0.06,20.56,2.25
16.62,39.99,1007.07,77.14,463.74,0.42,0.02,0.22,0.04,13.06,2.17
22.31,61.45,1009.25,98.56,437.05,0.36,0.02,0.23,0.05,10.24,2.31
19.78,63.09,1019.01,78.39,448.34,0.31,0.02,0.25,0.04,13.00,2.27
26.62,65.12,1016.00,43.24,441.22,0.41,0.03,0.62,0.06,23.50,2.30
30.24,68.30,1016.21,48.25,431.82,0.44,0.03,0.63,0.07,21.06,2.35
9.47,41.40,1026.49,87.90,479.68,0.23,0.01,0.11,0.02,11.68,2.14
9.39,41.79,1021.60,50.09,473.73,0.22,0.01,0.19,0.02,20.40,2.16
27.41,59.21,1013.30,50.93,438.39,0.46,0.03,0.54,0.06,19.90,2.31
25.36,74.99,1002.21,65.96,440.25,0.34,0.03,0.38,0.06,15.19,2.28
8.60,42.28,1008.58,80.15,484.21,0.20,0.01,0.11,0.02,12.58,2.08
10.00,39.66,1016.83,78.91,479.97,0.25,0.01,0.13,0.02,12.89,2.12
12.88,44.71,1018.73,51.95,469.12,0.29,0.01,0.25,0.03,19.61,2.17
8.42,43.14,1011.62,80.32,483.49,0.20,0.01,0.10,0.02,12.59,2.09
20.83,70.72,1009.56,89.37,446.48,0.29,0.02,0.23,0.05,11.30,2.26
20.14,46.93,1014.66,64.22,453.99,0.43,0.02,0.31,0.04,15.80,2.23
28.33,68.14,1004.63,71.21,431.27,0.42,0.03,0.40,0.07,14.11,2.33
23.78,58.86,1015.70,62.95,443.79,0.40,0.02,0.38,0.05,16.14,2.29
30.24,66.75,1017.95,55.66,435.02,0.45,0.03,0.54,0.07,18.29,2.34
6.18,41.38,1020.23,81.38,490.81,0.15,0.01,0.08,0.01,12.54,2.08
19.18,65.06,1015.99,77.06,448.26,0.29,0.02,0.25,0.04,13.18,2.27
10.88,44.63,1020.52,86.81,469.57,0.24,0.01,0.13,0.02,11.76,2.17
17.54,42.42,1008.97,67.67,471.28,0.41,0.02,0.26,0.04,14.91,2.14
26.31,68.51,1013.26,68.66,435.91,0.38,0.03,0.38,0.06,14.76,2.32
14.97,42.28,1007.31,79.25,466.62,0.35,0.01,0.19,0.03,12.71,2.16
23.07,69.23,1011.78,76.06,437.08,0.33,0.02,0.30,0.05,13.30,2.31
10.59,25.36,1009.59,100.16,470.96,0.42,0.01,0.11,0.02,10.08,2.14
8.64,39.69,1001.57,98.27,473.55,0.22,0.01,0.09,0.02,10.19,2.12
12.89,36.71,1013.36,87.29,475.13,0.35,0.01,0.15,0.03,11.61,2.13
7.78,39.18,1024.62,85.15,484.65,0.20,0.01,0.09,0.02,12.03,2.11
22.05,63.31,1012.39,76.95,444.37,0.35,0.02,0.29,0.05,13.16,2.28
16.01,43.69,1017.12,62.43,465.89,0.37,0.02,0.26,0.03,16.29,2.18
21.63,71.85,1009.44,76.89,434.10,0.30,0.02,0.28,0.05,13.13,2.33
17.64,57.76,1016.28,85.04,455.75,0.31,0.02,0.21,0.04,11.95,2.23
13.18,37.91,1018.09,88.84,469.63,0.35,0.01,0.15,0.03,11.46,2.17
22.17,70.47,1011.07,82.57,441.14,0.31,0.02,0.27,0.05,12.25,2.29
27.53,72.58,1009.13,89.06,428.83,0.38,0.03,0.31,0.06,11.33,2.35
9.64,39.35,1015.10,91.76,479.81,0.24,0.01,0.11,0.02,11.06,2.12
26.70,70.32,1011.04,86.41,438.46,0.38,0.03,0.31,0.06,11.70,2.31
17.78,50.66,1015.09,91.90,456.11,0.35,0.02,0.19,0.04,11.05,2.23
9.98,41.54,1019.70,80.79,480.26,0.24,0.01,0.12,0.02,12.62,2.12
25.54,60.37,1006.49,71.54,436.14,0.42,0.03,0.36,0.06,14.07,2.31
5.35,35.79,1013.23,93.53,483.20,0.15,0.01,0.06,0.01,10.83,2.10
27.00,69.34,1008.88,74.40,439.26,0.39,0.03,0.36,0.06,13.56,2.30
26.79,62.44,1011.51,72.46,440.55,0.43,0.03,0.37,0.06,13.96,2.30
18.55,46.48,1007.34,80.67,452.37,0.40,0.02,0.23,0.04,12.49,2.23
28.21,70.02,1010.58,51.34,442.47,0.40,0.03,0.55,0.06,19.68,2.28
15.80,53.82,1015.87,68.48,463.09,0.29,0.02,0.23,0.03,14.83,2.19
9.42,39.64,1010.86,74.03,478.05,0.24,0.01,0.13,0.02,13.65,2.11
9.26,41.66,1016.87,73.32,483.51,0.22,0.01,0.13,0.02,13.87,2.10
5.10,35.57,1027.17,80.49,489.96,0.14,0.00,0.06,0.01,12.76,2.10
26.03,70.32,1008.81,71.35,438.15,0.37,0.03,0.36,0.06,14.14,2.30
25.94,77.24,1007.97,84.82,432.88,0.34,0.03,0.31,0.06,11.88,2.33
8.53,38.18,1017.54,76.49,480.86,0.22,0.01,0.11,0.02,13.30,2.12
25.77,69.04,1009.66,65.49,445.35,0.37,0.03,0.39,0.06,15.42,2.27
5.90,45.87,1013.25,87.00,481.27,0.13,0.01,0.07,0.01,11.65,2.11
23.66,72.43,1008.00,89.49,439.02,0.33,0.02,0.26,0.05,11.26,2.30
21.70,64.69,1007.93,78.37,448.76,0.34,0.02,0.28,0.05,12.86,2.25
9.95,43.56,1014.85,82.62,477.88,0.23,0.01,0.12,0.02,12.28,2.12
28.29,69.13,1009.29,58.18,429.28,0.41,0.03,0.49,0.07,17.35,2.35
6.80,37.80,1021.09,70.02,485.96,0.18,0.01,0.10,0.01,14.58,2.10
25.30,59.43,1009.15,58.30,442.50,0.43,0.03,0.43,0.06,17.31,2.28
24.10,71.97,1009.92,91.27,443.09,0.33,0.02,0.26,0.05,11.07,2.28
27.07,74.87,1010.09,58.97,440.47,0.36,0.03,0.46,0.06,17.13,2.29
14.04,39.64,1011.09,87.22,472.31,0.35,0.01,0.16,0.03,11.59,2.14
5.71,40.77,1022.51,89.58,485.75,0.14,0.01,0.06,0.01,11.41,2.11
26.01,74.33,1015.69,81.22,435.82,0.35,0.03,0.32,0.06,12.51,2.33
12.35,40.73,1019.03,95.53,466.71,0.30,0.01,0.13,0.03,10.67,2.18
24.01,46.93,1013.30,52.24,448.35,0.51,0.02,0.46,0.05,19.40,2.26
22.78,62.44,1011.79,75.43,446.12,0.36,0.02,0.30,0.05,13.41,2.27
29.51,75.60,1017.92,50.61,431.18,0.39,0.03,0.58,0.07,20.11,2.36
20.73,41.10,1001.86,47.51,456.44,0.50,0.02,0.44,0.05,21.09,2.19
31.71,73.50,1010.63,40.17,430.45,0.43,0.03,0.79,0.07,25.16,2.35
10.55,41.26,1007.77,99.10,473.60,0.26,0.01,0.11,0.02,10.17,2.13
16.13,39.99,1007.04,80.49,465.25,0.40,0.02,0.20,0.03,12.51,2.16
18.50,51.43,1010.82,92.04,459.42,0.36,0.02,0.20,0.04,10.98,2.20
19.22,65.06,1015.05,82.50,446.98,0.30,0.02,0.23,0.04,12.30,2.27
5.54,41.38,1020.47,82.91,490.07,0.13,0.01,0.07,0.01,12.31,2.08
12.80,44.34,1016.52,86.73,473.42,0.29,0.01,0.15,0.03,11.72,2.15
22.78,71.77,1005.26,89.23,435.46,0.32,0.02,0.26,0.05,11.27,2.31
9.95,41.82,1033.09,69.44,477.52,0.24,0.01,0.14,0.02,14.88,2.16
5.95,39.48,1005.16,63.60,486.07,0.15,0.01,0.09,0.01,15.80,2.07
15.19,41.43,1011.34,89.67,470.41,0.37,0.02,0.17,0.03,11.28,2.15
22.01,49.39,1019.60,75.80,451.84,0.45,0.02,0.29,0.05,13.45,2.26
5.81,35.79,1012.14,92.28,484.41,0.16,0.01,0.06,0.01,10.97,2.09
15.02,37.64,1016.49,83.28,463.93,0.40,0.01,0.18,0.03,12.21,2.19
25.80,71.58,1010.08,85.14,435.20,0.36,0.03,0.30,0.06,11.86,2.32
19.94,58.96,1014.16,66.27,455.55,0.34,0.02,0.30,0.04,15.30,2.23
23.92,63.21,1012.52,86.51,445.26,0.38,0.02,0.28,0.05,11.70,2.27
22.39,59.04,1011.78,86.39,445.52,0.38,0.02,0.26,0.05,11.71,2.27
24.23,58.79,1009.80,75.75,444.01,0.41,0.02,0.32,0.05,13.33,2.27
22.77,69.84,1005.75,84.26,436.75,0.33,0.02,0.27,0.05,11.94,2.30
27.39,67.07,1006.17,58.20,441.45,0.41,0.03,0.47,0.06,17.29,2.28
27.55,68.08,1011.42,60.71,432.59,0.40,0.03,0.45,0.06,16.66,2.34
26.12,63.94,1017.97,44.81,441.46,0.41,0.03,0.58,0.06,22.72,2.31
30.91,70.32,1011.92,65.59,433.71,0.44,0.03,0.47,0.07,15.43,2.33
21.39,63.90,1013.44,70.95,449.38,0.33,0.02,0.30,0.05,14.28,2.26
21.78,51.43,1007.45,88.71,446.56,0.42,0.02,0.25,0.05,11.36,2.26
16.71,40.55,1004.45,81.64,464.13,0.41,0.02,0.20,0.04,12.30,2.16
26.28,75.23,1011.44,68.35,435.28,0.35,0.03,0.38,0.06,14.80,2.32
29.65,74.90,1003.22,71.09,433.32,0.40,0.03,0.42,0.07,14.11,2.32
18.61,44.06,1016.91,75.01,452.68,0.42,0.02,0.25,0.04,13.56,2.25
33.68,68.14,1002.75,56.05,427.53,0.49,0.03,0.60,0.08,17.89,2.35
24.78,68.94,1007.29,70.56,435.93,0.36,0.02,0.35,0.06,14.28,2.31
28.97,67.90,1006.19,65.81,434.70,0.43,0.03,0.44,0.07,15.29,2.31
26.28,73.06,1008.06,90.70,437.01,0.36,0.03,0.29,0.06,11.11,2.31
27.50,65.59,1011.23,65.37,441.27,0.42,0.03,0.42,0.06,15.47,2.29
25.69,59.07,1006.89,82.34,440.60,0.43,0.03,0.31,0.06,12.23,2.29
10.32,39.28,1016.56,94.13,478.88,0.26,0.01,0.11,0.02,10.80,2.12
22.86,47.43,1009.75,61.54,452.53,0.48,0.02,0.37,0.05,16.41,2.23
14.26,42.86,1011.33,88.37,471.19,0.33,0.01,0.16,0.03,11.44,2.15
27.87,70.79,1003.96,72.17,428.41,0.39,0.03,0.39,0.07,13.91,2.34
26.26,74.90,1003.85,81.94,437.44,0.35,0.03,0.32,0.06,12.25,2.29
19.65,45.01,1014.18,56.77,451.63,0.44,0.02,0.35,0.04,17.86,2.25
12.15,45.01,1018.89,90.02,468.07,0.27,0.01,0.13,0.03,11.32,2.18
27.59,59.21,1012.93,51.46,437.49,0.47,0.03,0.54,0.06,19.68,2.32
27.01,69.75,1009.78,81.29,442.57,0.39,0.03,0.33,0.06,12.42,2.28
10.39,40.96,1023.51,84.73,479.00,0.25,0.01,0.12,0.02,12.08,2.14
24.15,71.73,1009.76,85.16,436.55,0.34,0.02,0.28,0.06,11.86,2.31
24.74,59.39,1015.23,74.64,437.49,0.42,0.02,0.33,0.06,13.60,2.32
21.45,60.84,1017.86,82.80,444.99,0.35,0.02,0.26,0.05,12.29,2.29
23.06,56.85,1012.50,64.03,440.03,0.41,0.02,0.36,0.05,15.81,2.30
31.01,69.04,1009.14,52.81,442.07,0.45,0.03,0.59,0.07,19.11,2.28
31.24,68.30,1015.89,42.84,435.20,0.46,0.03,0.73,0.07,23.71,2.33
15.06,39.30,1019.63,63.32,464.15,0.38,0.01,0.24,0.03,16.10,2.20
25.14,49.02,1007.56,79.02,438.53,0.51,0.02,0.32,0.06,12.75,2.30
25.99,68.08,1013.13,59.14,442.14,0.38,0.03,0.44,0.06,17.13,2.29
1.81,39.42,1026.92,76.97,490.55,0.05,0.00,0.02,0.00,13.34,2.09
31.86,69.59,1008.61,59.74,435.72,0.46,0.03,0.53,0.07,16.88,2.31
13.10,40.55,1007.59,95.46,472.37,0.32,0.01,0.14,0.03,10.56,2.13
26.05,73.88,1005.67,82.08,439.96,0.35,0.03,0.32,0.06,12.25,2.29
29.04,62.26,1010.63,56.60,433.97,0.47,0.03,0.51,0.07,17.86,2.33
7.24,38.06,1020.60,85.36,481.83,0.19,0.01,0.08,0.02,11.96,2.12
17.32,44.34,1019.52,56.24,468.80,0.39,0.02,0.31,0.04,18.13,2.17
32.40,68.14,1004.44,34.53,425.91,0.48,0.03,0.94,0.08,29.09,2.36
19.31,52.72,1024.93,53.93,455.25,0.37,0.02,0.36,0.04,19.00,2.25
26.04,52.84,1005.68,65.18,439.36,0.49,0.03,0.40,0.06,15.43,2.29
20.46,54.20,1011.40,84.00,448.10,0.38,0.02,0.24,0.05,12.04,2.26
4.16,35.47,1017.72,88.49,486.70,0.12,0.00,0.05,0.01,11.50,2.09
20.98,43.77,1010.67,62.73,449.88,0.48,0.02,0.33,0.05,16.11,2.25
24.10,68.08,1012.73,65.24,440.33,0.35,0.02,0.37,0.05,15.52,2.30
9.44,41.40,1027.64,86.22,473.94,0.23,0.01,0.11,0.02,11.92,2.17
29.98,76.09,1007.62,75.60,432.00,0.39,0.03,0.40,0.07,13.33,2.33
12.80,42.18,1016.27,83.90,467.69,0.30,0.01,0.15,0.03,12.11,2.17
26.72,56.90,1007.12,58.54,435.16,0.47,0.03,0.46,0.06,17.20,2.31
30.28,58.90,1005.03,54.59,439.06,0.51,0.03,0.55,0.07,18.41,2.29
24.56,58.82,1011.42,72.47,442.76,0.42,0.02,0.34,0.06,13.96,2.28
22.19,60.37,1008.45,92.43,440.75,0.37,0.02,0.24,0.05,10.91,2.29
8.72,36.25,1029.31,85.73,479.94,0.24,0.01,0.10,0.02,12.01,2.14
3.38,41.31,998.79,97.76,489.11,0.08,0.00,0.03,0.01,10.22,2.04
17.68,53.16,1013.09,82.79,456.86,0.33,0.02,0.21,0.04,12.24,2.22
17.70,50.88,1015.44,89.57,456.78,0.35,0.02,0.20,0.04,11.34,2.22
18.77,52.08,1004.02,99.86,449.62,0.36,0.02,0.19,0.04,10.05,2.23
25.38,63.87,1018.70,52.48,442.13,0.40,0.02,0.48,0.06,19.41,2.30
11.52,39.18,1023.43,83.29,474.35,0.29,0.01,0.14,0.02,12.29,2.16
12.28,41.49,1019.73,94.79,467.44,0.30,0.01,0.13,0.03,10.76,2.18
16.29,44.34,1019.49,59.36,468.80,0.37,0.02,0.27,0.03,17.17,2.17
24.49,49.82,1017.09,64.02,451.42,0.49,0.02,0.38,0.05,15.89,2.25
27.40,77.24,1007.65,78.13,435.74,0.35,0.03,0.35,0.06,12.90,2.31
14.04,40.83,1008.98,82.04,469.75,0.34,0.01,0.17,0.03,12.30,2.15
22.59,65.06,1014.36,62.44,444.60,0.35,0.02,0.36,0.05,16.25,2.28
23.43,63.94,1010.64,89.29,440.16,0.37,0.02,0.26,0.05,11.32,2.30
29.24,74.67,1015.81,59.95,432.61,0.39,0.03,0.49,0.07,16.94,2.35
29.35,68.51,1007.63,70.67,430.22,0.43,0.03,0.42,0.07,14.26,2.34
33.87,71.32,1007.91,39.48,435.89,0.47,0.03,0.86,0.08,25.53,2.31
16.71,46.18,1012.06,96.60,458.40,0.36,0.02,0.17,0.04,10.48,2.21
19.45,46.33,1013.39,99.52,452.82,0.42,0.02,0.20,0.04,10.18,2.24
20.82,63.77,1014.28,86.37,448.90,0.33,0.02,0.24,0.05,11.74,2.26
27.31,68.14,1005.73,50.74,437.83,0.40,0.03,0.54,0.06,19.82,2.30
22.93,63.13,1011.60,77.09,448.02,0.36,0.02,0.30,0.05,13.12,2.26
22.98,58.46,1016.06,72.69,445.05,0.39,0.02,0.32,0.05,13.98,2.28
12.38,40.60,1013.86,85.35,472.53,0.30,0.01,0.15,0.03,11.88,2.15
25.50,67.83,1009.29,61.29,437.49,0.38,0.03,0.42,0.06,16.47,2.31
24.24,68.30,1018.03,81.51,437.12,0.35,0.02,0.30,0.06,12.49,2.33
13.89,45.08,1024.64,82.29,467.74,0.31,0.01,0.17,0.03,12.45,2.19
24.97,54.20,1012.68,74.25,439.71,0.46,0.02,0.34,0.06,13.64,2.30
20.08,58.12,1015.53,80.84,455.85,0.35,0.02,0.25,0.04,12.56,2.23
11.29,35.76,1019.32,58.91,473.74,0.32,0.01,0.19,0.02,17.30,2.15
25.72,66.86,1007.47,69.14,439.97,0.38,0.03,0.37,0.06,14.57,2.29
27.78,60.07,1014.66,53.74,439.43,0.46,0.03,0.52,0.06,18.88,2.31
10.22,37.83,1005.94,93.53,471.79,0.27,0.01,0.11,0.02,10.76,2.13
25.46,70.32,1010.65,64.70,433.08,0.36,0.03,0.39,0.06,15.62,2.33
25.14,73.67,1006.94,88.51,430.89,0.34,0.02,0.28,0.06,11.38,2.34
25.03,60.27,1017.90,72.04,438.24,0.42,0.02,0.35,0.06,14.13,2.32
21.96,71.85,1009.38,75.98,441.52,0.31,0.02,0.29,0.05,13.28,2.29
22.74,58.12,1015.16,79.58,447.86,0.39,0.02,0.29,0.05,12.76,2.27
19.67,44.89,1009.43,73.88,455.20,0.44,0.02,0.27,0.04,13.66,2.22
20.32,39.72,1001.38,57.21,456.18,0.51,0.02,0.36,0.04,17.50,2.20
13.08,39.28,1012.41,77.98,474.13,0.33,0.01,0.17,0.03,12.98,2.14
26.42,59.27,1012.90,65.38,443.94,0.45,0.03,0.40,0.06,15.49,2.28
22.61,42.80,1014.24,69.71,460.26,0.53,0.02,0.32,0.05,14.55,2.20
11.46,39.82,1012.09,86.20,477.99,0.29,0.01,0.13,0.02,11.74,2.12
8.07,41.17,1019.40,86.43,484.54,0.20,0.01,0.09,0.02,11.79,2.10
12.32,41.62,1012.16,88.37,455.71,0.30,0.01,0.14,0.03,11.45,2.22
19.80,49.15,1020.88,61.88,461.78,0.40,0.02,0.32,0.04,16.50,2.21
18.88,40.79,1004.98,92.65,459.06,0.46,0.02,0.20,0.04,10.85,2.19
16.64,39.64,1008.70,81.79,463.49,0.42,0.02,0.20,0.04,12.33,2.18
10.72,40.81,1016.51,80.26,474.64,0.26,0.01,0.13,0.02,12.67,2.14
21.50,50.59,1017.08,65.28,453.80,0.42,0.02,0.33,0.05,15.58,2.24
20.59,59.80,1015.27,77.94,453.83,0.34,0.02,0.26,0.05,13.03,2.24
30.93,73.42,1010.98,56.42,432.44,0.42,0.03,0.55,0.07,17.92,2.34
19.90,56.53,1020.52,78.05,456.48,0.35,0.02,0.25,0.04,13.08,2.24
7.47,40.64,1020.47,94.80,478.08,0.18,0.01,0.08,0.02,10.76,2.13
31.33,58.90,1003.77,52.34,439.54,0.53,0.03,0.60,0.07,19.18,2.28
25.45,67.83,1009.47,57.97,429.95,0.38,0.03,0.44,0.06,17.41,2.35
25.88,69.13,1002.44,85.67,426.14,0.37,0.03,0.30,0.06,11.70,2.35
29.59,74.78,1009.45,55.75,436.77,0.40,0.03,0.53,0.07,18.11,2.31
12.04,41.58,1018.02,88.91,464.45,0.29,0.01,0.14,0.03,11.45,2.19
23.88,54.20,1012.81,64.52,444.97,0.44,0.02,0.37,0.05,15.70,2.28
27.23,44.05,1005.69,58.91,440.20,0.62,0.03,0.46,0.06,17.07,2.28
26.52,77.17,1008.71,92.32,432.48,0.34,0.03,0.29,0.06,10.93,2.33
30.64,74.87,1009.44,59.01,437.43,0.41,0.03,0.52,0.07,17.11,2.31
24.16,65.06,1013.88,58.96,442.32,0.37,0.02,0.41,0.05,17.20,2.29
18.86,51.43,1010.27,86.00,446.91,0.37,0.02,0.22,0.04,11.75,2.26
10.42,41.26,1008.48,96.76,472.54,0.25,0.01,0.11,0.02,10.42,2.13
5.09,42.85,1013.78,91.34,481.24,0.12,0.01,0.06,0.01,11.10,2.11
28.80,71.58,1010.51,59.87,434.82,0.40,0.03,0.48,0.07,16.88,2.32
6.38,40.07,1018.53,60.20,492.96,0.16,0.01,0.11,0.01,16.92,2.07
5.18,41.31,1000.59,92.14,485.20,0.13,0.01,0.06,0.01,10.86,2.06
9.54,41.17,1019.79,65.61,481.18,0.23,0.01,0.15,0.02,15.54,2.12
10.82,44.63,1020.64,90.26,473.23,0.24,0.01,0.12,0.02,11.31,2.16
20.72,63.94,1017.17,59.83,447.69,0.32,0.02,0.35,0.05,17.00,2.27
27.71,74.34,998.14,71.85,434.20,0.37,0.03,0.39,0.06,13.89,2.30
28.39,65.51,1014.52,66.48,438.78,0.43,0.03,0.43,0.06,15.26,2.31
21.97,58.12,1015.29,77.47,449.60,0.38,0.02,0.28,0.05,13.11,2.26
27.01,43.77,1011.18,46.58,440.64,0.62,0.03,0.58,0.06,21.71,2.29
11.34,41.54,1020.25,75.83,477.24,0.27,0.01,0.15,0.02,13.45,2.14
9.32,41.39,1020.03,70.21,481.88,0.23,0.01,0.13,0.02,14.53,2.12
8.43,40.69,1020.36,87.28,484.94,0.21,0.01,0.10,0.02,11.69,2.10
18.42,60.10,1009.77,86.75,451.93,0.31,0.02,0.21,0.04,11.64,2.23
14.66,42.07,1018.14,84.68,462.77,0.35,0.01,0.17,0.03,12.02,2.20
21.75,60.27,1018.55,87.81,444.19,0.36,0.02,0.25,0.05,11.60,2.29
13.28,43.80,1023.17,63.98,466.78,0.30,0.01,0.21,0.03,15.99,2.19
20.17,56.03,1019.47,56.77,458.04,0.36,0.02,0.36,0.04,17.96,2.23
29.00,69.13,1001.22,52.96,425.50,0.42,0.03,0.55,0.07,18.91,2.35
19.44,48.70,1008.66,94.71,444.90,0.40,0.02,0.21,0.04,10.65,2.27
31.11,74.16,1012.20,58.86,435.69,0.42,0.03,0.53,0.07,17.20,2.32
20.45,58.96,1014.53,65.36,454.26,0.35,0.02,0.31,0.05,15.52,2.23
19.66,45.01,1014.42,60.14,453.45,0.44,0.02,0.33,0.04,16.87,2.24
